"","pred","CI.Lo.50","CI.Hi.50","CI.Lo.95","CI.Hi.95","CI.year","CI.period","arma","aicc","pred.1","CI.Lo.50.1","CI.Hi.50.1","CI.Lo.95.1","CI.Hi.95.1","CI.year.1","CI.period.1","arma.1","aicc.1","pred.2","CI.Lo.50.2","CI.Hi.50.2","CI.Lo.95.2","CI.Hi.95.2","CI.year.2","CI.period.2","arma.2","aicc.2","pred.3","CI.Lo.50.3","CI.Hi.50.3","CI.Lo.95.3","CI.Hi.95.3","CI.year.3","CI.period.3","arma.3","aicc.3"
"1",3269.46537329968,1353.76965084143,2190.16135209132,855.951579285262,3463.9505792873,2001,1,"0000200",28.1256699956391,2743.27366255427,366.023827264476,703.678579117776,196.339536391645,1311.82507316788,2001,1,"0101210",48.1297375200464,2743.07569174633,395.619256773327,859.987575280388,188.771995687517,1802.32054085986,2001,1,"1000210",55.8653658415665,2743.27373391781,350.37670130839,727.543500670617,174.642513288965,1459.63481069209,2001,1,"1000210",52.3321131405121
"2",3629.66380253164,1353.76965084143,2190.16135209132,855.951579285262,3463.9505792873,2001,1,"0000200",28.1256699956391,2868.05079534156,366.023827264476,703.678579117776,196.339536391645,1311.82507316788,2001,1,"0101210",48.1297375200464,3055.07424991676,395.619256773327,859.987575280388,188.771995687517,1802.32054085986,2001,1,"1000210",55.8653658415665,2935.60868749232,350.37670130839,727.543500670617,174.642513288965,1459.63481069209,2001,1,"1000210",52.3321131405121
"3",2056.00017407749,1353.76965084143,2190.16135209132,855.951579285262,3463.9505792873,2001,1,"0000200",28.1256699956391,2974.74337720074,366.023827264476,703.678579117776,196.339536391645,1311.82507316788,2001,1,"0101210",48.1297375200464,3370.0695625406,395.619256773327,859.987575280388,188.771995687517,1802.32054085986,2001,1,"1000210",55.8653658415665,4076.92707177757,350.37670130839,727.543500670617,174.642513288965,1459.63481069209,2001,1,"1000210",52.3321131405121
"4",1803.69721578058,1353.76965084143,2190.16135209132,855.951579285262,3463.9505792873,2001,1,"0000200",28.1256699956391,3212.80162108564,366.023827264476,703.678579117776,196.339536391645,1311.82507316788,2001,1,"0101210",48.1297375200464,2181.92670140405,395.619256773327,859.987575280388,188.771995687517,1802.32054085986,2001,1,"1000210",55.8653658415665,2748.24145492143,350.37670130839,727.543500670617,174.642513288965,1459.63481069209,2001,1,"1000210",52.3321131405121
"5",2891.94677478806,1353.76965084143,2190.16135209132,855.951579285262,3463.9505792873,2001,1,"0000200",28.1256699956391,2351.00004957032,366.023827264476,703.678579117776,196.339536391645,1311.82507316788,2001,1,"0101210",48.1297375200464,1960.43875549392,395.619256773327,859.987575280388,188.771995687517,1802.32054085986,2001,1,"1000210",55.8653658415665,1746.457254899,350.37670130839,727.543500670617,174.642513288965,1459.63481069209,2001,1,"1000210",52.3321131405121
"6",1493.66224961162,1353.76965084143,2190.16135209132,855.951579285262,3463.9505792873,2001,1,"0000200",28.1256699956391,1832.93595425086,366.023827264476,703.678579117776,196.339536391645,1311.82507316788,2001,1,"0101210",48.1297375200464,2462.80847535348,395.619256773327,859.987575280388,188.771995687517,1802.32054085986,2001,1,"1000210",55.8653658415665,1920.05383299096,350.37670130839,727.543500670617,174.642513288965,1459.63481069209,2001,1,"1000210",52.3321131405121
"7",3464.05747749263,1353.76965084143,2190.16135209132,855.951579285262,3463.9505792873,2001,1,"0000200",28.1256699956391,2391.11906000386,366.023827264476,703.678579117776,196.339536391645,1311.82507316788,2001,1,"0101210",48.1297375200464,2610.859407608,395.619256773327,859.987575280388,188.771995687517,1802.32054085986,2001,1,"1000210",55.8653658415665,2726.06815769607,350.37670130839,727.543500670617,174.642513288965,1459.63481069209,2001,1,"1000210",52.3321131405121
"8",1041.09756025891,1353.76965084143,2190.16135209132,855.951579285262,3463.9505792873,2001,1,"0000200",28.1256699956391,2065.24199856012,366.023827264476,703.678579117776,196.339536391645,1311.82507316788,2001,1,"0101210",48.1297375200464,3292.96085959016,395.619256773327,859.987575280388,188.771995687517,1802.32054085986,2001,1,"1000210",55.8653658415665,2133.31802764142,350.37670130839,727.543500670617,174.642513288965,1459.63481069209,2001,1,"1000210",52.3321131405121
"9",2045.72142577434,1353.76965084143,2190.16135209132,855.951579285262,3463.9505792873,2001,1,"0000200",28.1256699956391,1754.75704968062,366.023827264476,703.678579117776,196.339536391645,1311.82507316788,2001,1,"0101210",48.1297375200464,1979.13931070591,395.619256773327,859.987575280388,188.771995687517,1802.32054085986,2001,1,"1000210",55.8653658415665,1536.46360407717,350.37670130839,727.543500670617,174.642513288965,1459.63481069209,2001,1,"1000210",52.3321131405121
"10",1418.52287318122,1353.76965084143,2190.16135209132,855.951579285262,3463.9505792873,2001,1,"0000200",28.1256699956391,2024.0861002827,366.023827264476,703.678579117776,196.339536391645,1311.82507316788,2001,1,"0101210",48.1297375200464,1090.43738225961,395.619256773327,859.987575280388,188.771995687517,1802.32054085986,2001,1,"1000210",55.8653658415665,1244.91519878201,350.37670130839,727.543500670617,174.642513288965,1459.63481069209,2001,1,"1000210",52.3321131405121
