"","pred","CI.Lo.50","CI.Hi.50","CI.Lo.95","CI.Hi.95","CI.year","CI.period","arma","aicc","pred.1","CI.Lo.50.1","CI.Hi.50.1","CI.Lo.95.1","CI.Hi.95.1","CI.year.1","CI.period.1","arma.1","aicc.1","pred.2","CI.Lo.50.2","CI.Hi.50.2","CI.Lo.95.2","CI.Hi.95.2","CI.year.2","CI.period.2","arma.2","aicc.2","pred.3","CI.Lo.50.3","CI.Hi.50.3","CI.Lo.95.3","CI.Hi.95.3","CI.year.3","CI.period.3","arma.3","aicc.3","pred.4","CI.Lo.50.4","CI.Hi.50.4","CI.Lo.95.4","CI.Hi.95.4","CI.year.4","CI.period.4","arma.4","aicc.4","pred.5","CI.Lo.50.5","CI.Hi.50.5","CI.Lo.95.5","CI.Hi.95.5","CI.year.5","CI.period.5","arma.5","aicc.5","pred.6","CI.Lo.50.6","CI.Hi.50.6","CI.Lo.95.6","CI.Hi.95.6","CI.year.6","CI.period.6","arma.6","aicc.6","pred.7","CI.Lo.50.7","CI.Hi.50.7","CI.Lo.95.7","CI.Hi.95.7","CI.year.7","CI.period.7","arma.7","aicc.7","pred.8","CI.Lo.50.8","CI.Hi.50.8","CI.Lo.95.8","CI.Hi.95.8","CI.year.8","CI.period.8","arma.8","aicc.8"
"1",3196.36004719147,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902,2743.27366332552,140.061053485071,269.995823594226,74.9370180289942,504.63576592473,2013,1,"1001210",65.3058682411693,2743.05453387284,213.337025622083,447.798568801903,105.246869356626,907.694597758682,2013,1,"1000210",72.5542501931779,2743.27371718715,177.54132012696,362.227025288188,89.9905206302087,714.633761477968,2013,1,"0101210",71.4486951876276,2743.01196316981,194.781817921896,392.800406662767,99.8310220036666,766.398818269372,2013,1,"1000210",67.9399809821925,2743.4400885283,155.825762611943,330.921007465663,76.0242619560725,678.283708725049,2013,1,"0101210",75.7446914813976,2743.17471988357,117.066714924742,240.483036524681,58.9523251898438,477.547899771749,2013,1,"1002210",74.0413058424905,2743.91819739839,173.177779366862,368.203013439541,84.3954506230873,755.545230849246,2013,1,"0101210",75.7635327167458,2737.87109379127,181.528088051651,377.607536776841,90.3278983482068,758.861607969144,2013,1,"0101210",73.5163271795119
"2",3541.08941389767,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902,2878.47460090578,140.061053485071,269.995823594226,74.9370180289942,504.63576592473,2013,1,"1001210",65.3058682411693,3073.28146715776,213.337025622083,447.798568801903,105.246869356626,907.694597758682,2013,1,"1000210",72.5542501931779,2939.67302954011,177.54132012696,362.227025288188,89.9905206302087,714.633761477968,2013,1,"0101210",71.4486951876276,4250.51748417874,194.781817921896,392.800406662767,99.8310220036666,766.398818269372,2013,1,"1000210",67.9399809821925,2908.00030142227,155.825762611943,330.921007465663,76.0242619560725,678.283708725049,2013,1,"0101210",75.7446914813976,3285.80582267019,117.066714924742,240.483036524681,58.9523251898438,477.547899771749,2013,1,"1002210",74.0413058424905,2960.3997605053,173.177779366862,368.203013439541,84.3954506230873,755.545230849246,2013,1,"0101210",75.7635327167458,3319.57527853874,181.528088051651,377.607536776841,90.3278983482068,758.861607969144,2013,1,"0101210",73.5163271795119
"3",2028.77612253332,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902,2921.2468500566,140.061053485071,269.995823594226,74.9370180289942,504.63576592473,2013,1,"1001210",65.3058682411693,3417.34137456166,213.337025622083,447.798568801903,105.246869356626,907.694597758682,2013,1,"1000210",72.5542501931779,3652.95263081165,177.54132012696,362.227025288188,89.9905206302087,714.633761477968,2013,1,"0101210",71.4486951876276,4369.4861159398,194.781817921896,392.800406662767,99.8310220036666,766.398818269372,2013,1,"1000210",67.9399809821925,3149.26961260382,155.825762611943,330.921007465663,76.0242619560725,678.283708725049,2013,1,"0101210",75.7446914813976,3289.51164889419,117.066714924742,240.483036524681,58.9523251898438,477.547899771749,2013,1,"1002210",74.0413058424905,2840.99393863277,173.177779366862,368.203013439541,84.3954506230873,755.545230849246,2013,1,"0101210",75.7635327167458,2885.19223550704,181.528088051651,377.607536776841,90.3278983482068,758.861607969144,2013,1,"0101210",73.5163271795119
"4",1784.48391132209,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902,2971.35863583534,140.061053485071,269.995823594226,74.9370180289942,504.63576592473,2013,1,"1001210",65.3058682411693,2106.73917930068,213.337025622083,447.798568801903,105.246869356626,907.694597758682,2013,1,"1000210",72.5542501931779,2639.83415531381,177.54132012696,362.227025288188,89.9905206302087,714.633761477968,2013,1,"0101210",71.4486951876276,2517.24951660942,194.781817921896,392.800406662767,99.8310220036666,766.398818269372,2013,1,"1000210",67.9399809821925,2751.16530732875,155.825762611943,330.921007465663,76.0242619560725,678.283708725049,2013,1,"0101210",75.7446914813976,1747.46170247305,117.066714924742,240.483036524681,58.9523251898438,477.547899771749,2013,1,"1002210",74.0413058424905,2458.26093310066,173.177779366862,368.203013439541,84.3954506230873,755.545230849246,2013,1,"0101210",75.7635327167458,2304.29886538502,181.528088051651,377.607536776841,90.3278983482068,758.861607969144,2013,1,"0101210",73.5163271795119
"5",2834.2343517444,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902,2047.29222851181,140.061053485071,269.995823594226,74.9370180289942,504.63576592473,2013,1,"1001210",65.3058682411693,1978.90039381845,213.337025622083,447.798568801903,105.246869356626,907.694597758682,2013,1,"1000210",72.5542501931779,1551.19458855675,177.54132012696,362.227025288188,89.9905206302087,714.633761477968,2013,1,"0101210",71.4486951876276,1609.58796764101,194.781817921896,392.800406662767,99.8310220036666,766.398818269372,2013,1,"1000210",67.9399809821925,1859.2156121813,155.825762611943,330.921007465663,76.0242619560725,678.283708725049,2013,1,"0101210",75.7446914813976,2206.13942039908,117.066714924742,240.483036524681,58.9523251898438,477.547899771749,2013,1,"1002210",74.0413058424905,1834.50069835998,173.177779366862,368.203013439541,84.3954506230873,755.545230849246,2013,1,"0101210",75.7635327167458,1613.90607151248,181.528088051651,377.607536776841,90.3278983482068,758.861607969144,2013,1,"0101210",73.5163271795119
"6",1483.34042522013,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902,1761.51925989582,140.061053485071,269.995823594226,74.9370180289942,504.63576592473,2013,1,"1001210",65.3058682411693,2501.57616982429,213.337025622083,447.798568801903,105.246869356626,907.694597758682,2013,1,"1000210",72.5542501931779,1862.61561168829,177.54132012696,362.227025288188,89.9905206302087,714.633761477968,2013,1,"0101210",71.4486951876276,1796.27943530509,194.781817921896,392.800406662767,99.8310220036666,766.398818269372,2013,1,"1000210",67.9399809821925,2221.49496834453,155.825762611943,330.921007465663,76.0242619560725,678.283708725049,2013,1,"0101210",75.7446914813976,2745.24107664904,117.066714924742,240.483036524681,58.9523251898438,477.547899771749,2013,1,"1002210",74.0413058424905,2208.36938104818,173.177779366862,368.203013439541,84.3954506230873,755.545230849246,2013,1,"0101210",75.7635327167458,2701.27612103708,181.528088051651,377.607536776841,90.3278983482068,758.861607969144,2013,1,"0101210",73.5163271795119
"7",3382.68459584118,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902,2507.2676919261,140.061053485071,269.995823594226,74.9370180289942,504.63576592473,2013,1,"1001210",65.3058682411693,2605.56592849469,213.337025622083,447.798568801903,105.246869356626,907.694597758682,2013,1,"1000210",72.5542501931779,3324.4765894949,177.54132012696,362.227025288188,89.9905206302087,714.633761477968,2013,1,"0101210",71.4486951876276,2347.74819850242,194.781817921896,392.800406662767,99.8310220036666,766.398818269372,2013,1,"1000210",67.9399809821925,2439.88770142837,155.825762611943,330.921007465663,76.0242619560725,678.283708725049,2013,1,"0101210",75.7446914813976,2757.74174156894,117.066714924742,240.483036524681,58.9523251898438,477.547899771749,2013,1,"1002210",74.0413058424905,2535.05359259317,173.177779366862,368.203013439541,84.3954506230873,755.545230849246,2013,1,"0101210",75.7635327167458,3108.6323688585,181.528088051651,377.607536776841,90.3278983482068,758.861607969144,2013,1,"0101210",73.5163271795119
"8",1041.39952434102,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902,2197.58443888618,140.061053485071,269.995823594226,74.9370180289942,504.63576592473,2013,1,"1001210",65.3058682411693,3458.06696253573,213.337025622083,447.798568801903,105.246869356626,907.694597758682,2013,1,"1000210",72.5542501931779,2288.52316585686,177.54132012696,362.227025288188,89.9905206302087,714.633761477968,2013,1,"0101210",71.4486951876276,1745.66904355537,194.781817921896,392.800406662767,99.8310220036666,766.398818269372,2013,1,"1000210",67.9399809821925,2315.38853197243,155.825762611943,330.921007465663,76.0242619560725,678.283708725049,2013,1,"0101210",75.7446914813976,2022.22963620343,117.066714924742,240.483036524681,58.9523251898438,477.547899771749,2013,1,"1002210",74.0413058424905,2355.76063571368,173.177779366862,368.203013439541,84.3954506230873,755.545230849246,2013,1,"0101210",75.7635327167458,2397.58006251458,181.528088051651,377.607536776841,90.3278983482068,758.861607969144,2013,1,"0101210",73.5163271795119
"9",2018.8359814083,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902,1723.81896428381,140.061053485071,269.995823594226,74.9370180289942,504.63576592473,2013,1,"1001210",65.3058682411693,1889.85606000883,213.337025622083,447.798568801903,105.246869356626,907.694597758682,2013,1,"1000210",72.5542501931779,1528.69501516073,177.54132012696,362.227025288188,89.9905206302087,714.633761477968,2013,1,"0101210",71.4486951876276,1887.75138058732,194.781817921896,392.800406662767,99.8310220036666,766.398818269372,2013,1,"1000210",67.9399809821925,1777.432065024,155.825762611943,330.921007465663,76.0242619560725,678.283708725049,2013,1,"0101210",75.7446914813976,1365.9644672788,117.066714924742,240.483036524681,58.9523251898438,477.547899771749,2013,1,"1002210",74.0413058424905,1887.72925368382,173.177779366862,368.203013439541,84.3954506230873,755.545230849246,2013,1,"0101210",75.7635327167458,1782.05938694325,181.528088051651,377.607536776841,90.3278983482068,758.861607969144,2013,1,"0101210",73.5163271795119
"10",1410.17633013305,400.265829143879,632.637811225988,258.762305297738,978.59422672392,2013,1,"0000200",32.9911885838902,1698.58796188034,140.061053485071,269.995823594226,74.9370180289942,504.63576592473,2013,1,"1001210",65.3058682411693,1090.19495451681,213.337025622083,447.798568801903,105.246869356626,907.694597758682,2013,1,"1000210",72.5542501931779,1034.18934961572,177.54132012696,362.227025288188,89.9905206302087,714.633761477968,2013,1,"0101210",71.4486951876276,1930.64767570587,194.781817921896,392.800406662767,99.8310220036666,766.398818269372,2013,1,"1000210",67.9399809821925,1095.60218862061,155.825762611943,330.921007465663,76.0242619560725,678.283708725049,2013,1,"0101210",75.7446914813976,1640.13882209198,117.066714924742,240.483036524681,58.9523251898438,477.547899771749,2013,1,"1002210",74.0413058424905,1083.97120785447,173.177779366862,368.203013439541,84.3954506230873,755.545230849246,2013,1,"0101210",75.7635327167458,1045.93025874668,181.528088051651,377.607536776841,90.3278983482068,758.861607969144,2013,1,"0101210",73.5163271795119
