"","pred","CI.Lo.50","CI.Hi.50","CI.Lo.95","CI.Hi.95","CI.year","CI.period","arma","aicc","pred.1","CI.Lo.50.1","CI.Hi.50.1","CI.Lo.95.1","CI.Hi.95.1","CI.year.1","CI.period.1","arma.1","aicc.1","pred.2","CI.Lo.50.2","CI.Hi.50.2","CI.Lo.95.2","CI.Hi.95.2","CI.year.2","CI.period.2","arma.2","aicc.2","pred.3","CI.Lo.50.3","CI.Hi.50.3","CI.Lo.95.3","CI.Hi.95.3","CI.year.3","CI.period.3","arma.3","aicc.3","pred.4","CI.Lo.50.4","CI.Hi.50.4","CI.Lo.95.4","CI.Hi.95.4","CI.year.4","CI.period.4","arma.4","aicc.4"
"1",3017.75921941639,652.769797960872,824.96158998557,522.243231269628,1031.14789848245,1993,1,"1000200",-7.09850828014365,2743.27366821363,735.078469645809,1347.74704921174,412.527659247129,2401.53554845817,1993,1,"1000210",32.4826276819209,2743.23458220348,979.098977847623,1919.67320720838,515.455407166967,3646.3873476651,1993,1,"1100210",39.098173044425,2743.27370672039,714.5528000342,1439.21188822816,366.656537326716,2804.78535054612,1993,1,"1000210",38.5664150658716,2743.04705557708,702.915216288845,1323.15107384328,384.705754482708,2417.59581814411,1993,1,"1000210",34.1130037605634
"2",3467.44060734019,652.769797960872,824.96158998557,522.243231269628,1031.14789848245,1993,1,"1000200",-7.09850828014365,2931.83625165887,735.078469645809,1347.74704921174,412.527659247129,2401.53554845817,1993,1,"1000210",32.4826276819209,3005.95956785634,979.098977847623,1919.67320720838,515.455407166967,3646.3873476651,1993,1,"1100210",39.098173044425,2976.87007206793,714.5528000342,1439.21188822816,366.656537326716,2804.78535054612,1993,1,"1000210",38.5664150658716,3902.41620828944,702.915216288845,1323.15107384328,384.705754482708,2417.59581814411,1993,1,"1000210",34.1130037605634
"3",2072.78999192697,652.769797960872,824.96158998557,522.243231269628,1031.14789848245,1993,1,"1000200",-7.09850828014365,2925.73077055622,735.078469645809,1347.74704921174,412.527659247129,2401.53554845817,1993,1,"1000210",32.4826276819209,2893.03952488603,979.098977847623,1919.67320720838,515.455407166967,3646.3873476651,1993,1,"1100210",39.098173044425,3413.40322048347,714.5528000342,1439.21188822816,366.656537326716,2804.78535054612,1993,1,"1000210",38.5664150658716,4367.509658648,702.915216288845,1323.15107384328,384.705754482708,2417.59581814411,1993,1,"1000210",34.1130037605634
"4",1940.53826915976,652.769797960872,824.96158998557,522.243231269628,1031.14789848245,1993,1,"1000200",-7.09850828014365,3470.38144913058,735.078469645809,1347.74704921174,412.527659247129,2401.53554845817,1993,1,"1000210",32.4826276819209,3027.05615367952,979.098977847623,1919.67320720838,515.455407166967,3646.3873476651,1993,1,"1100210",39.098173044425,3077.02292435578,714.5528000342,1439.21188822816,366.656537326716,2804.78535054612,1993,1,"1000210",38.5664150658716,2942.23795494108,702.915216288845,1323.15107384328,384.705754482708,2417.59581814411,1993,1,"1000210",34.1130037605634
"5",2794.32159088342,652.769797960872,824.96158998557,522.243231269628,1031.14789848245,1993,1,"1000200",-7.09850828014365,2555.49071429873,735.078469645809,1347.74704921174,412.527659247129,2401.53554845817,1993,1,"1000210",32.4826276819209,2433.20985130703,979.098977847623,1919.67320720838,515.455407166967,3646.3873476651,1993,1,"1100210",39.098173044425,1813.65464997073,714.5528000342,1439.21188822816,366.656537326716,2804.78535054612,1993,1,"1000210",38.5664150658716,1651.36781570299,702.915216288845,1323.15107384328,384.705754482708,2417.59581814411,1993,1,"1000210",34.1130037605634
"6",1530.02697040544,652.769797960872,824.96158998557,522.243231269628,1031.14789848245,1993,1,"1000200",-7.09850828014365,2031.39032354838,735.078469645809,1347.74704921174,412.527659247129,2401.53554845817,1993,1,"1000210",32.4826276819209,2078.69239895556,979.098977847623,1919.67320720838,515.455407166967,3646.3873476651,1993,1,"1100210",39.098173044425,1887.76512542092,714.5528000342,1439.21188822816,366.656537326716,2804.78535054612,1993,1,"1000210",38.5664150658716,1615.0341282096,702.915216288845,1323.15107384328,384.705754482708,2417.59581814411,1993,1,"1000210",34.1130037605634
"7",3154.8467211238,652.769797960872,824.96158998557,522.243231269628,1031.14789848245,1993,1,"1000200",-7.09850828014365,2409.27697625373,735.078469645809,1347.74704921174,412.527659247129,2401.53554845817,1993,1,"1000210",32.4826276819209,2664.97834064058,979.098977847623,1919.67320720838,515.455407166967,3646.3873476651,1993,1,"1100210",39.098173044425,2785.70833325268,714.5528000342,1439.21188822816,366.656537326716,2804.78535054612,1993,1,"1000210",38.5664150658716,2546.66978731877,702.915216288845,1323.15107384328,384.705754482708,2417.59581814411,1993,1,"1000210",34.1130037605634
"8",1095.26704183269,652.769797960872,824.96158998557,522.243231269628,1031.14789848245,1993,1,"1000200",-7.09850828014365,1741.47358240779,735.078469645809,1347.74704921174,412.527659247129,2401.53554845817,1993,1,"1000210",32.4826276819209,2138.60855590911,979.098977847623,1919.67320720838,515.455407166967,3646.3873476651,1993,1,"1100210",39.098173044425,1987.25822569016,714.5528000342,1439.21188822816,366.656537326716,2804.78535054612,1993,1,"1000210",38.5664150658716,1577.29410022581,702.915216288845,1323.15107384328,384.705754482708,2417.59581814411,1993,1,"1000210",34.1130037605634
"9",2258.91431807644,652.769797960872,824.96158998557,522.243231269628,1031.14789848245,1993,1,"1000200",-7.09850828014365,2187.56346078198,735.078469645809,1347.74704921174,412.527659247129,2401.53554845817,1993,1,"1000210",32.4826276819209,3052.20324046823,979.098977847623,1919.67320720838,515.455407166967,3646.3873476651,1993,1,"1100210",39.098173044425,2243.04158193947,714.5528000342,1439.21188822816,366.656537326716,2804.78535054612,1993,1,"1000210",38.5664150658716,2320.46151974899,702.915216288845,1323.15107384328,384.705754482708,2417.59581814411,1993,1,"1000210",34.1130037605634
"10",1629.44740461162,652.769797960872,824.96158998557,522.243231269628,1031.14789848245,1993,1,"1000200",-7.09850828014365,1833.82204327586,735.078469645809,1347.74704921174,412.527659247129,2401.53554845817,1993,1,"1000210",32.4826276819209,1627.22815327829,979.098977847623,1919.67320720838,515.455407166967,3646.3873476651,1993,1,"1100210",39.098173044425,1118.48353840419,714.5528000342,1439.21188822816,366.656537326716,2804.78535054612,1993,1,"1000210",38.5664150658716,1696.91183136151,702.915216288845,1323.15107384328,384.705754482708,2417.59581814411,1993,1,"1000210",34.1130037605634
